ID,feat1,feat2,feat3,rating
5061,1,97,1528,0.19
5062,8,85,8730,0.99
5063,10,84,8461,0.39
5064,9,98,2019,0.26
5065,8,58,7788,0.40
5066,2,64,6232,0.60
5067,2,65,3628,0.18
5068,5,62,8930,0.10
5069,8,82,2894,0.08
5070,8,62,1543,0.99
5071,10,79,2191,0.87
5072,8,83,9684,0.23
5073,10,98,7026,0.20
5074,9,98,9049,0.41
5075,9,95,7853,0.39
5076,10,73,7828,0.16
5077,3,98,7957,0.73
5078,5,93,2816,0.61
5079,3,89,1578,0.87
5080,9,62,6421,0.15
5081,6,91,4260,0.80
5082,7,60,3244,0.36
5083,6,95,7313,0.26
5084,2,86,3890,0.38
5085,6,69,5864,0.30
5086,8,97,3337,0.44
5087,6,51,8244,0.51
5088,7,67,8025,0.49
5089,9,94,7253,0.63
5090,4,59,4011,0.37
5091,7,87,4138,0.09
5092,2,100,2566,0.52
5093,5,87,1309,0.79
5094,10,55,3882,0.45
5095,9,60,7084,0.39
5096,7,66,1016,0.95
5097,8,74,7552,0.41
5098,5,79,2420,0.02
5099,10,84,8746,0.79
5100,7,89,7780,0.09
5101,5,68,2511,0.82
5102,8,94,5640,0.78
5103,3,79,3020,0.97
5104,8,93,8569,0.60
5105,10,87,4972,0.50
5106,6,98,8990,0.83
5107,4,87,3988,0.93
5108,3,68,7327,0.57
5109,2,56,6399,1.00
5110,2,96,6282,0.62
5111,4,90,9014,0.70
5112,2,62,3817,0.62
5113,7,57,8838,0.51
5114,4,71,3688,0.99
5115,6,100,4125,0.56
5116,6,55,3953,0.84
5117,4,59,8815,0.34
5118,10,85,4776,0.22
5119,8,93,7530,0.06
5120,1,55,9884,0.14
5121,10,83,9169,0.66
5122,1,86,8849,0.33
5123,8,81,9490,0.16
5124,1,88,6506,0.83
5125,2,96,2811,0.63
5126,4,86,8592,0.66
5127,9,67,6242,0.85
5128,2,80,6853,0.27
5129,3,69,3368,0.21
5130,5,99,2104,0.39
5131,5,99,1609,0.18
5132,8,65,2507,0.98
5133,10,90,9074,0.80
5134,9,75,3842,0.57
5135,4,55,3236,0.33
5136,5,71,7147,0.18
5137,3,69,7641,0.80
5138,5,70,5634,0.77
5139,8,73,7840,0.23
5140,9,61,1990,0.79
5141,8,55,8746,0.42
5142,7,61,4972,0.73
5143,6,71,9315,0.59
5144,5,57,2632,0.07
5145,5,95,9967,0.65
5146,4,96,8146,0.83
5147,1,74,8296,0.91
5148,7,79,6703,0.74
5149,8,73,8711,0.67
5150,3,66,3412,0.17
5151,5,96,9833,0.38
5152,8,91,1665,0.76
5153,1,94,3084,0.53
5154,3,58,7446,0.50
5155,9,85,2058,0.24
5156,6,60,4314,0.40
5157,5,83,5485,0.05
5158,10,71,1061,0.83
5159,9,56,8414,0.87
5160,3,92,9409,0.23
5161,2,63,1562,0.11
5162,6,63,7324,0.39
5163,1,92,5637,0.92
5164,5,92,2731,0.72
5165,1,99,8372,0.99
5166,5,61,4241,0.44
5167,10,75,2612,0.38
5168,7,54,6471,0.31
5169,4,66,9906,0.91
5170,3,89,2158,0.98
5171,3,89,6264,0.49
5172,9,68,4548,0.32
5173,1,98,5307,0.75
5174,1,72,1386,0.92
5175,3,99,1577,0.90
5176,4,95,3781,0.18
5177,1,90,4473,0.24
5178,5,86,4808,0.82
5179,4,72,6360,0.96
5180,5,90,1065,0.23
5181,4,63,2552,0.12
5182,7,61,8282,0.61
5183,4,51,9903,0.02
5184,6,71,4505,0.77
5185,6,78,3903,0.76
5186,6,96,6299,0.36
5187,1,72,2401,0.43
5188,3,91,8213,0.57
5189,2,76,6689,0.37
5190,6,87,5589,0.79
5191,6,56,2688,0.99
5192,3,81,1359,0.66
5193,7,90,6334,0.40
5194,1,82,3881,0.65
5195,1,50,3903,0.54
5196,5,53,5368,0.08
5197,6,72,2351,0.53
5198,3,75,5278,0.24
5199,3,94,9681,0.03
5200,4,57,8825,0.10
5201,7,82,6482,0.42
5202,9,76,5953,0.47
5203,4,92,9598,0.48
5204,6,51,1840,0.78
5205,10,84,3646,0.81
5206,6,52,1394,0.44
5207,6,60,4099,0.33
5208,3,98,8960,0.67
5209,10,88,1271,0.08
5210,3,85,5018,0.33
5211,5,85,9588,0.72
5212,4,69,5056,0.33
5213,7,81,5997,0.72
5214,6,65,8275,0.22
5215,9,54,9138,0.04
5216,6,60,5044,0.58
5217,9,89,7270,0.88
5218,9,94,3333,0.97
5219,2,69,2031,0.07
5220,2,68,6680,0.13
5221,5,75,4218,0.45
5222,5,51,4780,0.69
5223,4,84,7605,0.92
5224,7,62,4279,0.33
5225,10,65,7447,0.09
5226,9,58,4736,0.19
5227,1,81,6911,0.08
5228,2,53,3525,0.00
5229,2,89,5671,0.95
5230,9,63,4932,0.81
5231,10,86,2621,0.48
5232,6,50,3213,0.39
5233,8,97,7140,0.08
5234,10,52,7067,0.54
5235,8,52,7502,0.73
5236,9,100,9163,1.00
5237,1,86,4036,0.22
5238,10,83,7753,0.60
5239,9,71,5537,0.15
5240,3,84,9796,0.69
5241,5,72,9665,0.74
5242,6,86,7659,0.92
5243,6,80,1070,0.69
5244,7,97,4564,0.23
5245,6,51,8225,0.74
5246,9,93,9367,0.28
5247,10,88,3002,0.28
5248,10,56,8455,0.50
5249,7,86,4425,0.05
5250,6,51,3041,0.79
5251,8,62,5924,0.35
5252,8,93,3693,0.79
5253,7,91,3185,0.11
5254,4,82,9824,0.91
5255,7,94,5124,0.94
5256,1,62,6149,0.56
5257,9,93,8609,0.28
5258,3,53,4662,0.39
5259,5,66,7872,0.42
5260,6,66,1852,0.40
5261,9,88,6973,0.89
5262,10,92,2419,0.63
5263,7,79,7831,0.76
5264,5,63,1139,0.08
5265,1,85,2724,0.00
5266,1,52,8969,0.17
5267,2,69,9119,0.19
5268,10,85,3952,0.98
5269,7,59,3639,0.34
5270,4,85,7987,0.93
5271,1,88,8911,0.59
5272,2,79,2039,0.30
5273,7,77,1758,0.63
5274,1,81,7019,0.77
5275,4,78,2650,0.27
5276,4,54,3236,0.79
5277,8,98,7243,0.27
5278,8,86,1789,0.71
5279,6,88,2615,0.57
5280,10,85,7273,0.53
5281,9,87,4742,0.99
5282,3,88,8527,0.09
5283,3,89,8812,0.87
5284,1,72,2370,0.42
5285,10,100,1210,0.12
5286,10,62,1991,0.55
5287,10,59,7986,0.19
5288,3,98,9760,0.12
5289,6,55,9193,0.23
5290,8,60,2275,0.24
5291,3,52,8761,0.76
5292,3,99,6307,0.01
5293,8,84,9227,0.70
5294,4,84,8660,0.57
5295,6,62,9009,0.23
5296,2,74,5135,0.29
5297,2,66,4248,0.21
5298,8,88,5634,0.58
5299,7,80,7157,0.11
5300,5,100,5297,0.93
5301,9,96,4462,0.68
5302,9,82,3414,0.78
5303,5,56,3983,0.65
5304,8,89,1154,0.11
5305,3,64,3427,0.42
5306,10,55,2682,0.33
5307,1,72,8084,0.10
5308,1,82,7429,0.74
5309,10,86,3234,0.00
5310,6,100,7458,0.92
5311,3,53,6350,0.26
5312,8,51,9751,0.05
5313,2,63,9668,0.03
5314,1,95,1322,0.28
5315,1,51,5679,0.55
5316,3,51,1047,0.77
5317,5,63,6509,0.94
5318,6,50,3532,0.63
5319,2,77,4093,0.47
5320,6,52,9427,0.46
5321,8,72,3476,0.79
5322,5,70,3736,0.50
5323,6,74,2833,1.00
5324,7,86,5023,0.03
5325,7,79,3927,0.53
5326,3,83,8748,0.82
5327,7,84,8593,0.96
5328,5,55,7118,0.65
5329,9,97,4744,0.42
5330,8,51,3226,0.96
5331,8,86,1439,0.71
5332,3,56,8089,0.56
5333,3,87,7004,0.26
5334,7,53,6742,0.89
5335,2,69,4594,0.79
5336,1,58,3050,0.65
5337,6,57,1828,0.94
5338,2,77,9894,0.40
5339,8,56,2208,0.09
5340,3,60,5554,0.84
5341,6,71,5275,0.37
5342,1,61,4346,0.50
5343,9,63,8431,0.70
5344,3,53,8393,0.92
5345,8,70,5211,0.11
5346,6,90,8804,0.36
5347,2,54,8347,0.91
5348,10,70,3609,0.77
5349,3,94,4043,0.91
5350,7,58,2395,0.76
5351,10,93,5355,0.84
5352,8,93,6321,0.94
5353,10,74,7260,0.29
5354,10,96,1227,0.20
5355,8,90,6351,0.94
5356,1,73,5411,0.09
5357,1,85,8113,0.93
5358,7,53,6542,0.70
5359,7,66,2845,0.47
5360,10,76,4392,0.58
5361,8,77,4499,0.82
5362,1,80,4204,0.78
5363,7,56,4762,0.66
5364,4,94,1248,0.92
5365,9,63,1878,0.20
5366,9,100,3785,0.84
5367,2,69,9168,0.73
5368,5,94,4300,0.81
5369,5,90,9561,0.59
5370,2,60,5408,0.22
5371,10,50,6212,0.55
5372,4,76,1162,0.74
5373,5,87,9711,0.62
5374,9,92,6228,0.94
5375,8,65,5363,0.52
5376,10,68,1943,0.66
5377,9,90,5913,0.64
5378,2,87,9108,0.03
5379,6,64,4786,0.18
5380,8,96,5385,0.13
5381,10,91,9415,0.13
5382,2,81,2683,0.25
5383,10,96,1270,0.70
5384,7,75,5775,0.86
5385,2,71,4828,0.93
5386,10,75,5214,0.65
5387,7,99,6526,0.12
5388,6,100,8375,0.25
5389,7,90,5967,0.25
5390,4,95,1565,0.67
5391,2,71,3294,0.57
5392,4,54,8531,0.05
5393,7,93,6118,0.94
5394,8,72,8638,0.90
5395,6,55,1523,0.80
5396,5,84,6368,0.21
5397,1,95,3575,0.33
5398,6,75,8869,0.37
5399,6,79,3975,0.88
5400,10,69,8191,0.89
5401,8,96,4136,0.61
5402,3,58,8810,0.99
5403,5,70,8663,0.90
5404,2,56,5257,0.49
5405,6,53,4197,0.31
5406,6,80,8576,0.44
5407,1,79,7268,0.49
5408,2,66,3542,0.12
5409,2,65,4883,0.99
5410,9,55,1426,0.10
5411,3,83,6232,0.56
5412,7,88,5882,0.72
5413,1,57,1034,0.12
5414,7,95,7468,0.53
5415,5,75,3591,0.13
5416,3,75,3002,0.94
5417,2,93,4896,0.40
5418,4,95,7266,0.85
5419,4,69,2283,0.07
5420,5,58,9171,0.34
5421,2,83,4237,0.75
5422,9,97,5542,0.94
5423,5,93,4258,0.74
5424,1,52,5109,0.68
5425,10,71,8150,0.84
5426,8,92,4357,0.17
5427,3,72,4336,0.82
5428,8,90,3680,0.56
5429,7,59,7399,0.28
5430,1,84,2997,0.58
5431,7,52,4230,0.68
5432,10,78,8276,0.69
5433,9,84,6856,0.51
5434,6,54,1028,0.32
5435,9,94,4953,0.88
5436,3,93,9198,0.21
5437,3,94,7831,0.82
5438,1,90,8473,0.06
5439,4,68,2888,0.63
5440,10,89,8040,0.00
5441,1,100,2984,0.27
5442,1,66,1607,0.20
5443,4,69,9868,0.16
5444,2,96,5151,0.81
5445,7,90,4735,0.78
5446,3,59,1205,0.12
5447,10,63,1326,0.92
5448,1,73,8268,0.72
5449,1,80,1613,0.09
5450,3,62,9026,0.57
5451,1,89,5620,0.02
5452,5,87,6810,0.75
5453,5,82,6940,0.27
5454,3,74,8315,0.86
5455,4,96,8130,0.29
5456,6,86,2899,0.56
5457,9,52,3582,0.72
5458,7,52,5745,0.03
5459,6,73,9528,0.69
5460,4,51,3669,0.42
5461,6,71,1714,0.22
5462,4,81,5096,0.19
5463,3,55,7906,0.80
5464,4,72,8222,0.46
5465,1,65,5934,0.01
5466,5,88,2658,0.04
5467,1,93,6212,0.56
5468,10,65,7642,0.30
5469,10,72,2169,0.67
5470,10,53,3916,0.95
5471,8,73,6191,0.69
5472,6,86,8420,0.43
5473,3,86,9957,0.55
5474,8,98,9040,0.36
5475,3,62,7229,0.29
5476,10,70,1724,0.26
5477,4,50,9958,0.31
5478,8,61,7269,0.48
5479,1,85,3884,0.41
5480,7,80,4445,0.40
5481,6,68,8179,0.67
5482,3,90,1811,0.09
5483,7,74,1728,0.03
5484,7,54,6300,0.34
5485,5,75,8058,0.85
5486,9,71,3197,0.39
5487,6,61,2852,0.58
5488,1,68,4544,0.26
5489,6,85,8752,0.24
5490,3,73,7584,0.03
5491,9,57,1412,0.73
5492,2,80,6616,0.83
5493,10,59,3973,0.46
5494,8,85,4216,0.49
5495,9,97,7651,0.49
5496,10,51,2716,0.80
5497,6,57,5413,0.99
5498,8,89,5225,0.06
5499,3,56,9632,0.95
5500,5,97,5695,0.91
5501,6,57,3395,0.67
5502,4,67,2190,0.79
5503,4,58,4690,0.15
5504,4,84,4701,0.45
5505,5,75,6394,0.73
5506,6,68,3032,0.87
5507,7,76,9126,0.25
5508,8,91,7201,0.02
5509,10,92,8953,0.74
5510,8,92,6269,0.72
5511,5,54,3389,0.85
5512,10,51,9042,0.04
5513,3,69,3209,0.51
5514,6,85,6265,0.15
5515,3,93,4633,0.86
5516,7,94,9138,0.90
5517,8,53,4960,0.36
5518,7,74,1325,0.94
5519,3,88,7098,0.86
5520,5,58,2434,0.54
5521,4,100,4488,0.21
5522,4,71,7204,0.19
5523,9,62,6994,0.13
5524,7,89,3491,0.15
5525,7,93,3387,0.87
5526,4,94,3483,0.87
5527,1,88,3221,0.55
5528,4,77,7329,0.46
5529,7,69,8410,0.37
5530,2,72,7240,0.15
5531,2,74,7963,0.34
5532,5,54,4530,0.94
5533,2,77,9456,0.89
5534,1,81,7809,0.12
5535,4,96,5343,0.73
5536,8,62,8989,0.85
5537,9,79,7630,0.41
5538,1,70,6181,0.61
5539,2,80,4058,0.24
5540,8,56,2387,0.16
5541,6,67,1834,0.51
5542,4,59,5541,0.27
5543,1,53,7355,0.74
5544,6,68,9223,0.02
5545,10,60,9224,0.33
5546,5,59,1440,0.95
5547,9,94,3317,0.74
5548,7,59,1946,0.04
5549,5,51,1923,0.92
5550,3,59,2561,0.32
5551,7,76,9408,0.72
5552,3,74,3517,0.25
5553,5,74,3311,0.01
5554,5,65,5793,0.29
5555,4,83,7918,0.53
5556,3,61,1988,0.56
5557,6,72,7561,0.09
5558,10,60,6445,0.71
5559,9,62,7796,0.14
5560,5,77,3658,0.88
5561,8,70,9018,0.28
5562,2,72,6542,0.08
5563,8,73,5099,0.61
5564,5,95,9890,0.96
5565,7,98,4829,0.25
5566,4,70,3538,0.91
5567,4,73,5772,0.97
5568,8,82,4696,0.98
5569,9,59,8329,0.68
5570,4,89,4033,0.42
5571,1,95,9628,0.03
5572,5,52,6870,0.73
5573,4,73,8358,0.38
5574,5,89,3168,0.49
5575,7,60,9400,0.82
5576,8,76,8938,0.08
5577,5,54,7396,0.54
5578,7,65,8840,0.52
5579,4,57,7529,0.05
5580,10,64,4851,0.46
5581,8,97,1586,0.77
5582,2,66,1171,0.70
5583,2,55,8025,0.92
5584,9,98,5176,0.65
5585,8,62,8717,0.70
5586,2,72,5084,0.02
5587,6,91,4374,0.22
5588,8,99,4887,0.07
5589,8,75,4335,0.92
5590,3,59,1551,0.79
5591,1,78,9240,0.58
5592,7,74,7279,0.55
5593,4,100,9767,0.80
5594,4,65,4725,0.07
5595,2,55,6403,0.35
5596,1,68,8087,0.21
5597,1,70,5852,0.94
5598,3,95,2358,0.50
5599,10,86,8113,0.51
5600,6,93,2993,0.74
5601,5,52,5556,0.73
5602,8,92,1907,0.69
5603,9,92,9693,0.64
5604,8,58,4040,0.21
5605,2,50,7287,0.73
5606,5,81,6558,1.00
5607,8,55,5477,0.09
5608,1,76,8774,0.55
5609,7,69,5813,0.13
5610,1,88,2347,0.99
5611,6,91,6110,0.92
5612,1,62,9895,0.33
5613,1,74,9915,0.09
5614,6,90,8164,0.98
5615,3,83,6835,0.28
5616,5,50,7461,0.87
5617,2,73,1470,0.37
5618,9,88,5922,0.34
5619,5,91,5314,0.09
5620,8,65,7288,0.92
5621,5,95,4668,0.61
5622,10,77,1569,0.88
5623,10,68,1022,0.29
5624,10,86,2830,0.25
5625,10,52,6767,0.68
5626,2,76,2767,0.20
5627,2,64,4842,0.91
5628,2,55,7795,0.82
5629,8,70,4937,0.84
5630,8,92,4009,0.69
5631,8,81,3638,0.77
5632,7,79,2485,0.10
5633,4,74,7648,0.10
5634,6,68,6449,0.44
5635,9,54,5633,0.57
5636,6,71,8014,0.05
5637,8,53,5021,0.94
5638,7,100,6656,0.63
5639,6,89,3454,0.51
5640,10,83,2447,0.60
5641,7,50,9615,0.63
5642,5,100,6359,0.60
5643,2,97,8418,0.08
5644,7,75,3690,0.42
5645,9,96,4861,0.44
5646,4,98,7911,0.95
5647,4,66,5871,0.05
5648,7,92,6176,0.26
5649,10,86,8825,0.22
5650,5,73,1487,0.46
5651,3,73,2070,0.63
5652,8,70,5435,0.45
5653,1,100,6892,0.64
5654,2,56,5299,0.38
5655,4,60,4985,0.06
5656,10,62,8863,0.38
5657,5,97,8425,0.84
5658,7,83,6023,0.39
5659,9,83,2338,0.75
5660,9,86,5189,0.96
5661,10,54,1888,0.77
5662,1,80,4741,0.23
5663,2,93,9124,0.49
5664,5,55,8521,0.99
5665,3,98,3804,0.87
5666,5,64,5460,0.99
5667,1,62,4590,0.27
5668,5,80,2895,0.80
5669,8,85,2248,0.06
5670,1,68,5342,0.43
5671,6,65,6606,0.96
5672,6,87,7633,0.36
5673,5,83,9838,0.32
5674,1,82,4996,0.21
5675,8,100,6675,0.15
5676,3,79,8192,0.81
5677,2,69,9879,0.25
5678,4,76,6086,0.92
5679,3,78,7865,0.01
5680,9,97,1866,0.35
5681,1,55,2261,0.61
5682,1,90,5346,0.64
5683,4,84,5105,0.29
5684,3,99,9801,0.49
5685,10,75,2839,0.58
5686,5,78,8711,0.19
5687,6,82,3963,0.18
5688,4,71,4970,0.47
5689,8,91,8492,0.77
5690,4,64,7328,0.85
5691,4,87,4845,0.03
5692,8,78,2527,0.19
5693,7,66,8876,0.13
5694,5,68,7146,0.23
5695,5,89,8208,0.71
5696,6,97,5575,0.80
5697,4,95,9050,0.36
5698,1,98,6660,0.36
5699,1,90,1785,0.90
5700,5,77,1760,1.00
5701,5,84,5423,0.48
5702,1,89,3158,0.52
5703,8,62,8369,0.32
5704,5,74,5048,0.03
5705,2,80,8798,0.04
5706,2,55,7414,0.85
5707,1,97,9363,0.44
5708,8,87,3485,0.36
5709,5,50,9390,0.55
5710,5,68,3123,0.14
5711,4,90,8674,0.58
5712,4,96,8299,0.50
5713,8,69,8200,0.67
5714,4,65,2676,0.40
5715,3,73,8377,0.36
5716,7,78,3152,0.81
5717,7,59,1445,0.14
5718,10,71,8069,1.00
5719,4,93,9532,0.56
5720,8,52,8925,0.57
5721,6,69,8185,0.22
5722,7,76,1764,0.84
5723,10,79,4325,0.29
5724,8,97,7525,0.94
5725,2,97,5203,0.14
5726,3,57,4852,0.85
5727,10,68,7556,0.72
5728,8,57,5425,0.08
5729,5,54,9977,0.64
5730,6,79,1414,0.11
5731,7,97,4812,0.58
5732,4,78,8525,0.49
5733,7,82,3451,0.43
5734,6,63,9296,0.08
5735,8,90,9296,0.84
5736,6,77,3092,0.06
5737,6,95,1650,0.21
5738,10,84,2905,0.21
5739,6,79,4884,0.23
5740,1,67,5832,0.95
5741,3,75,5962,0.03
5742,1,71,4203,0.06
5743,8,82,8295,0.51
5744,6,66,6904,0.57
5745,8,75,7055,0.44
5746,6,74,9808,0.76
5747,6,80,2333,0.78
5748,1,76,1037,0.57
5749,6,92,9024,0.37
5750,3,88,9998,0.60
5751,10,61,2958,0.04
5752,7,55,2535,0.68
5753,8,68,2306,0.32
5754,7,92,1966,0.85
5755,6,78,5522,0.47
5756,6,86,5238,0.43
5757,6,71,5475,0.58
5758,8,60,4326,0.18
5759,1,50,9308,0.40
5760,5,95,6494,0.71
5761,3,59,9112,0.46
5762,3,53,3442,0.41
5763,9,97,4733,0.08
5764,9,70,7298,0.40
5765,7,91,5675,0.07
5766,3,62,7304,0.07
5767,1,58,7198,0.33
5768,10,85,6346,0.31
5769,6,52,1439,0.31
5770,7,65,1957,0.01
5771,8,72,8622,0.19
5772,1,93,3523,0.55
5773,7,86,4851,0.69
5774,5,63,9171,0.83
5775,8,88,5493,0.41
5776,10,85,6245,0.78
5777,7,89,9416,0.65
5778,3,60,3590,0.20
5779,5,78,1666,0.35
5780,1,56,5819,0.51
5781,8,61,2329,0.23
5782,8,81,8394,0.50
5783,3,64,7285,0.34
5784,10,72,6321,0.46
5785,9,56,5249,0.61
5786,4,86,2530,0.04
5787,8,86,8886,0.12
5788,8,57,1880,0.91
5789,7,87,8167,0.53
5790,9,75,1039,0.17
5791,9,97,2925,0.49
5792,3,93,7486,0.73
5793,4,82,2970,0.37
5794,5,98,1173,0.17
5795,2,68,8952,0.52
5796,4,93,3537,0.46
5797,4,85,3619,0.43
5798,6,51,6089,0.29
5799,8,69,6948,0.98
5800,6,74,2315,0.50
5801,10,97,8650,0.15
5802,1,100,6646,0.78
5803,6,95,5078,0.15
5804,10,82,6962,0.11
5805,1,89,5642,0.66
5806,3,94,2713,0.17
5807,10,76,6836,0.12
5808,2,99,5654,0.67
5809,3,62,5188,0.85
5810,1,71,2057,0.45
5811,5,91,2757,0.37
5812,9,61,8861,0.28
5813,6,92,9535,0.11
5814,8,50,8682,0.92
5815,10,82,6917,0.23
5816,9,81,5064,0.46
5817,5,52,3387,0.58
5818,5,89,7275,0.51
5819,10,82,3529,0.85
5820,2,99,2911,0.07
5821,1,52,4208,0.32
5822,3,78,1322,0.34
5823,7,54,7738,0.39
5824,10,98,9298,0.77
5825,10,76,9954,0.57
5826,5,68,4873,0.12
5827,7,51,6730,0.20
5828,1,54,1991,0.89
5829,10,60,8808,0.24
5830,3,81,9387,0.50
5831,3,54,1585,0.66
5832,4,76,5827,0.63
5833,1,85,3478,0.79
5834,3,80,7963,0.04
5835,1,79,9773,0.17
5836,4,61,7699,0.60
5837,10,97,8053,0.80
5838,6,65,1311,0.62
5839,9,93,9638,0.94
5840,2,82,3155,0.43
5841,10,61,9477,0.75
5842,1,77,2106,0.13
5843,3,84,9204,0.91
5844,10,65,6100,0.87
5845,9,71,5591,0.85
5846,4,60,4205,0.27
5847,7,91,1197,0.71
5848,6,92,6455,0.72
5849,1,79,6302,0.43
5850,9,83,6679,0.12
5851,3,89,4224,0.05
5852,10,69,1863,0.95
5853,7,81,8951,0.62
5854,2,92,9601,0.81
5855,2,65,3305,0.67
5856,2,51,2341,0.05
5857,7,71,7492,0.88
5858,3,96,8950,0.55
5859,2,91,6666,0.03
5860,1,82,4398,0.91
5861,5,66,4090,0.19
5862,5,87,6764,0.61
5863,8,92,8349,0.08
5864,4,89,1555,0.41
5865,3,100,2655,0.83
5866,9,96,5102,0.11
5867,3,89,9373,0.34
5868,9,61,7823,0.80
5869,9,77,5459,0.80
5870,8,69,4847,0.90
5871,10,79,6693,0.23
5872,6,50,7345,0.12
5873,3,74,8100,0.10
5874,6,75,1104,0.28
5875,10,71,1324,0.16
5876,6,97,7040,0.39
5877,9,66,6658,0.79
5878,2,82,8782,0.24
5879,7,70,8008,0.76
5880,1,69,4693,0.02
5881,8,96,2669,1.00
5882,6,57,5537,0.15
5883,2,73,9424,0.74
5884,4,70,5360,0.67
5885,1,91,2880,0.98
5886,6,74,8802,0.48
5887,3,61,4352,0.56
5888,8,100,9645,0.31
5889,5,73,4039,0.43
5890,5,54,4496,0.61
5891,4,72,7640,0.95
5892,8,80,6997,0.46
5893,10,63,4737,0.10
5894,6,85,6503,0.79
5895,1,71,8612,0.55
5896,9,64,5296,0.52
5897,1,85,9803,0.49
5898,6,72,2482,0.19
5899,10,68,1666,0.11
5900,5,80,8718,0.06
5901,7,71,3131,0.62
5902,9,77,3569,0.39
5903,4,90,2337,0.17
5904,8,55,7132,0.70
5905,1,56,5020,0.63
5906,5,89,8965,0.21
5907,10,86,8789,0.91
5908,6,58,5308,0.22
5909,6,54,9633,0.36
5910,9,91,7300,0.47
5911,6,66,8594,0.36
5912,7,61,8138,0.23
5913,3,85,6707,0.21
5914,5,73,5282,0.49
5915,4,68,1630,0.44
5916,8,88,8989,0.07
5917,2,65,5252,0.11
5918,8,53,2013,0.05
5919,2,77,7078,0.60
5920,1,76,9798,0.43
5921,10,68,1124,0.04
5922,10,100,8985,0.26
5923,9,80,4669,0.05
5924,5,95,9776,0.10
5925,3,72,7956,0.09
5926,9,94,6869,0.23
5927,9,87,4638,0.96
5928,9,82,1678,0.06
5929,10,99,9635,0.36
5930,2,96,6956,0.03
5931,9,81,3165,0.84
5932,6,87,9736,0.94
5933,10,86,7596,0.03
5934,3,80,6088,0.63
5935,9,84,8124,0.86
5936,10,87,8916,0.89
5937,2,60,3970,0.09
5938,2,67,7579,0.92
5939,1,75,9282,0.68
5940,4,83,3000,0.53
5941,4,54,9483,0.17
5942,5,91,3851,0.03
5943,8,92,4270,0.93
5944,8,65,1407,0.07
5945,3,51,7719,0.11
5946,5,93,4072,0.53
5947,2,58,6569,0.77
5948,4,70,9844,0.37
5949,4,66,4999,0.17
5950,10,68,3582,0.16
5951,5,96,6497,0.99
5952,5,76,5998,0.87
5953,6,62,8815,0.20
5954,9,81,2496,0.30
5955,10,63,6636,0.02
5956,7,87,6448,0.20
5957,9,86,1125,0.80
5958,5,57,5751,0.46
5959,2,78,7227,0.77
5960,9,85,7594,0.65
5961,1,57,5177,0.70
5962,6,68,9365,0.72
5963,9,85,8457,0.27
5964,9,92,9820,0.18
5965,9,90,9926,0.50
5966,10,71,2019,0.86
5967,10,72,8662,0.84
5968,1,72,6621,0.13
5969,4,75,3441,0.11
5970,3,85,4830,0.64
5971,3,54,4682,0.18
5972,8,82,6232,0.55
5973,10,97,3879,0.25
5974,8,75,2335,0.87
5975,10,86,1515,0.88
5976,6,62,1747,0.56
5977,6,68,4611,0.71
5978,4,83,1914,0.27
5979,5,56,4719,0.16
5980,7,81,7074,0.32
5981,4,55,5624,0.26
5982,5,58,2835,0.18
5983,4,97,4860,0.19
5984,10,64,3799,0.16
5985,5,93,3975,0.35
5986,5,65,1524,0.10
5987,1,98,7371,0.18
5988,2,58,4980,0.26
5989,3,84,6560,0.34
5990,2,94,1754,0.96
5991,7,83,1974,0.58
5992,9,96,2663,0.16
5993,9,57,8770,0.65
5994,6,80,2988,0.00
5995,7,53,7641,0.70
5996,7,88,3916,0.22
5997,8,51,8484,0.75
5998,6,57,2030,0.68
5999,10,65,8443,0.74
6000,10,51,9079,0.09
6001,8,81,8045,0.94
6002,8,75,9736,0.79
6003,1,66,3644,0.35
6004,8,86,3468,0.28
6005,10,88,3492,0.98
6006,9,87,2162,0.12
6007,2,87,6086,0.18
6008,9,92,6948,0.71
6009,9,76,4185,0.84
6010,2,58,8724,0.78
6011,3,71,5043,0.44
6012,8,60,9111,0.91
6013,2,96,5671,0.71
6014,8,54,2725,0.61
6015,10,66,3616,0.14
6016,4,82,7826,0.47
6017,3,89,4430,0.07
6018,3,63,9073,0.53
6019,5,55,7660,0.40
6020,4,59,3017,0.88
6021,6,70,3969,0.70
6022,10,77,3850,0.92
6023,3,94,6684,0.95
6024,5,68,5061,0.57
6025,2,94,9395,0.15
6026,10,83,9116,0.02
6027,8,53,2626,0.02
6028,2,78,3298,0.52
6029,9,53,2541,0.93
6030,3,51,2418,0.24
6031,2,61,8173,0.81
6032,8,75,2686,0.40
6033,5,58,4367,0.10
6034,8,93,9639,0.50
6035,7,59,7777,0.33
6036,8,89,4309,0.75
6037,1,67,3253,0.62
6038,1,63,7239,0.24
6039,2,61,5481,0.86
6040,3,60,5628,0.15
6041,4,81,3468,0.49
6042,6,70,7776,0.90
6043,3,57,2808,0.68
6044,2,70,3895,0.49
6045,6,90,1746,0.98
6046,9,83,9674,0.43
6047,5,94,1276,0.57
6048,9,61,6744,0.09
6049,2,98,5782,0.69
6050,10,73,3350,0.81
6051,4,62,2312,0.48
6052,3,58,9646,0.17
6053,10,100,5795,0.45
6054,1,62,8832,0.20
6055,2,96,2387,0.05
6056,1,66,5455,0.17
6057,9,70,7598,0.50
6058,3,50,4127,0.78
